City,Colors Reported,Shape Reported,State,Time
Pecos,,OTHER,NM,7/15/1986 22:00
Tucson,,LIGHT,AZ,7/20/1986 1:00
San Marcos,RED YELLOW BLUE,RECTANGLE,TX,7/20/1986 3:30
New Haven,,TRIANGLE,CT,7/20/1986 23:30
Apple Valley,,TRIANGLE,CA,7/23/1986 19:00
Austin,,OVAL,TX,7/30/1986 16:00
Kingwood,,DIAMOND,TX,7/31/1986 21:00
Lawton,,DIAMOND,MI,8/1/1986 0:00
Page,,SPHERE,AZ,8/1/1986 0:00
Lubbock,,RECTANGLE,TX,8/1/1986 15:00
Marcellus,,TRIANGLE,MI,8/1/1986 20:00
Jamestown,,TRIANGLE,OH,8/1/1986 22:00
Bankson Lake,,TRIANGLE,MI,8/1/1986 22:30
Tuolumne,RED,DISK,CA,8/2/1986 23:00
Harrisonburg,,,LA,8/4/1986 0:00
Hutchinson,,TRIANGLE,KS,8/6/1986 2:00
Girard,,FIREBALL,OH,8/8/1986 1:30
Russells Point,,TRIANGLE,OH,8/13/1986 23:00
Inez,,CHEVRON,KY,8/14/1986 11:55
Ogden,,CIGAR,UT,8/15/1986 13:30
Spokane,,TRIANGLE,WA,8/15/1986 18:00
Stillwater,,,OK,8/15/1986 21:30
Seattle,RED,DISK,WA,8/15/1986 22:00
Newberg,,TRIANGLE,OR,8/15/1986 23:25
Decatur,,SPHERE,IN,8/15/1986 23:55
Del Rio,,TRIANGLE,TX,8/16/1986 21:00
Myrtle Beach,,SPHERE,SC,8/20/1986 0:30
Anchorage,,DISK,AK,8/20/1986 2:00
Eldon,RED,OTHER,MO,8/20/1986 22:00
Danville,,TRIANGLE,VA,8/24/1986 0:00
Maysville,,TRIANGLE,GA,9/1/1986 0:00
Oak Harbor,,OTHER,WA,9/1/1986 15:00
Virginia Beach,,,VA,9/1/1986 20:00
Calypso,RED YELLOW,SPHERE,NC,9/11/1986 22:00
New York City,,SPHERE,NY,9/15/1986 3:00
Tyler,,OTHER,TX,9/15/1986 20:00
Calypso,RED YELLOW,OTHER,NC,9/15/1986 22:00
Redding,RED,CIGAR,CA,9/15/1986 22:30
Wingdale,,OTHER,NY,9/15/1986 22:30
New Ellington,,OTHER,SC,9/16/1986 18:00
Owensboro,,CYLINDER,KY,9/18/1986 16:00
Colts Neck,,FIREBALL,NJ,9/18/1986 20:30
Portsmouth,,,VA,9/19/1986 19:00
Tucson,BLUE,,AZ,9/20/1986 23:50
Jasper,,TRIANGLE,GA,9/21/1986 6:30
Fredericksburg,ORANGE,TRIANGLE,VA,9/22/1986 16:00
Klamath Falls,,CIRCLE,OR,10/1/1986 1:00
N. Ridgeville,GREEN,TRIANGLE,OH,10/1/1986 22:00
Wheeling,,LIGHT,WV,10/1/1986 22:00
Bakersfield,,CIRCLE,CA,10/3/1986 21:00
Cresson,ORANGE GREEN,DISK,PA,10/3/1986 21:00
Holmes,,CHEVRON,NY,10/10/1986 20:00
San Jose,GREEN,LIGHT,CA,10/14/1986 20:30
Orangeburg,,CYLINDER,SC,10/15/1986 2:00
Salem,,CIGAR,OR,10/15/1986 2:30
Pinson,ORANGE,CIRCLE,AL,10/15/1986 14:00
Bellevue,ORANGE,DISK,WA,10/15/1986 18:00
Knoxville,,DISK,TN,10/15/1986 19:00
Petaluma,,DISK,CA,10/15/1986 19:00
Ridgecrest,,DISK,CA,10/15/1986 19:20
Fayettville,,DIAMOND,TN,10/15/1986 21:00
Onyx,,FIREBALL,CA,10/15/1986 22:00
Eglin AFB,,DISK,FL,10/17/1986 17:00
Bartlesville,,OTHER,OK,10/17/1986 18:00
Raleigh,,TRIANGLE,NC,10/20/1986 19:00
Selma,,LIGHT,NC,10/22/1986 22:00
Decatur,,TRIANGLE,IA,10/26/1986 13:30
Decatur City,,TRIANGLE,IA,10/30/1986 13:30
Riverdale,,OTHER,GA,10/31/1986 3:00
Landaff,,TRIANGLE,NH,11/1/1986 22:50
Martinsburg,,OVAL,WV,11/1/1986 23:45
Arvada,BLUE,SPHERE,CO,11/3/1986 20:30
Grass Valley,,DISK,CA,11/10/1986 23:55
Ft. Richardson,,,AK,11/15/1986 0:00
Girdwood,ORANGE,SPHERE,AK,11/15/1986 14:30
Savannah,,LIGHT,GA,11/15/1986 21:00
Plains,GREEN,OTHER,MT,11/15/1986 23:00
North Laguna Beach,,DISK,CA,11/21/1986 18:30
New Windsor,,TRIANGLE,MD,11/23/1986 5:45
Ocala,RED,RECTANGLE,FL,12/1/1986 22:00
Pocahontas,RED,LIGHT,AR,12/12/1986 20:00
Attleboro,,DISK,MA,12/15/1986 20:30
Ocala,,TRIANGLE,FL,12/24/1986 22:00
Pittsburgh,,TRIANGLE,PA,12/27/1986 10:30
Kaneohe,,CIGAR,HI,12/31/1986 18:00
Mt. Airy,,FORMATION,NC,12/31/1986 19:00
Mt. Airy,,TRIANGLE,NC,12/31/1986 19:00
Houston,,FORMATION,TX,12/31/1986 21:00
Castro Valley,,OVAL,CA,1/1/1987 0:00
Salem,RED,SPHERE,OR,1/1/1987 0:00
El Centro,RED,SPHERE,CA,1/10/1987 17:00
Montgomery,,CIGAR,AL,1/13/1987 0:00
Ojai,,,CA,1/15/1987 0:00
Elkader,,OTHER,IA,1/15/1987 1:45
Las Vegas,,DISK,NV,1/29/1987 22:00
East Meadow,,VARIOUS,NY,1/30/1987 13:00
Kenai,,LIGHT,AK,1/30/1987 21:00
Black Hawk,RED YELLOW,SPHERE,CO,1/31/1987 17:04
Lucas,,OTHER,TX,2/1/1987 14:00
Traverse City,,TRIANGLE,MI,2/3/1987 8:30
Laurel Springs,,RECTANGLE,NJ,2/6/1987 13:00
Bessemer,,,AL,2/20/1987 1:30
Revere,,LIGHT,MA,3/1/1987 1:00
Weaverville,,TRIANGLE,NC,3/1/1987 19:00
Evansville,,LIGHT,IN,3/5/1987 3:00
Ghent,,EGG,WV,3/8/1987 12:27
Medford,,FORMATION,NY,3/10/1987 20:00
Scottsdale,,LIGHT,AZ,3/15/1987 3:00
New York City,,CHEVRON,NY,3/17/1987 21:00
Apache Junction,,VARIOUS,AZ,3/23/1987 0:55
East Helena,,TRIANGLE,MT,3/31/1987 23:00
Stamps,,CHEVRON,AR,4/1/1987 18:00
Malibu,,FIREBALL,CA,4/1/1987 21:30
Lawrenceville,,OTHER,NJ,4/9/1987 19:20
New York City,,TRIANGLE,NY,4/10/1987 13:00
Carolina Beach,,CIGAR,NC,4/11/1987 22:00
Butler,,OTHER,PA,4/14/1987 12:00
Seal Rock,,SPHERE,OR,4/15/1987 16:00
Clearwater,,OTHER,FL,4/16/1987 15:30
American Fork,,FORMATION,UT,4/17/1987 12:00
Carolina Beach,,CIGAR,NC,4/19/1987 22:30
Hibbing,,CIRCLE,MN,4/21/1987 22:30
Rockford,ORANGE,SPHERE,IL,4/22/1987 23:30
Redmond,RED,CIGAR,WA,4/23/1987 20:30
Seattle,ORANGE,VARIOUS,WA,4/24/1987 20:15
Winslow,,,ME,5/1/1987 23:00
Natick,,DISK,MA,5/5/1987 21:00
El Paso,,DISK,TX,5/6/1987 18:15
Marble Falls,,CIRCLE,TX,5/8/1987 0:00
Selden,,OTHER,NY,5/10/1987 23:30
Wales,,LIGHT,NY,5/10/1987 23:30
Whitesburg,,RECTANGLE,KY,5/14/1987 20:45
Las Vegas,,OVAL,NV,5/15/1987 0:30
Island Lake,RED,LIGHT,IL,5/15/1987 23:00
Temple,,CIGAR,TX,5/15/1987 23:00
Evansville,,OTHER,IN,5/18/1987 22:30
Galveston,,VARIOUS,TX,5/20/1987 2:00
Mcpherson,,TRIANGLE,KS,5/20/1987 22:00
San Antonio,,DISK,TX,5/21/1987 2:00
Schenectady,,CHEVRON,NY,5/28/1987 19:00
Burnside,,CIRCLE,KY,5/28/1987 20:30
Iowa,,,LA,6/1/1987 0:00
Kittery,,,ME,6/1/1987 0:00
Coos Bay,,DISK,OR,6/1/1987 1:00
San Francisco,,OTHER,CA,6/1/1987 2:30
Olympia,,EGG,WA,6/1/1987 3:00
Miami,,LIGHT,FL,6/1/1987 6:00
Las Vegas,,,NV,6/1/1987 6:45
New York City,RED,CIGAR,NY,6/1/1987 15:00
Redding,,,CA,6/1/1987 16:00
Segno,,DISK,TX,6/1/1987 16:00
Ithaca,,OTHER,MI,6/1/1987 17:00
Syracuse,RED GREEN,OVAL,NY,6/1/1987 19:00
Gladstone,,DISK,MO,6/1/1987 19:30
Minford,,FLASH,OH,6/1/1987 20:00
Putnam Valley,,FORMATION,NY,6/1/1987 21:00
Kansas,BLUE,FIREBALL,KS,6/1/1987 22:00
Little Rock,,FORMATION,AR,6/1/1987 22:00
Jackson Hole,,LIGHT,WY,6/7/1987 21:00
Jackson,,DIAMOND,MS,6/10/1987 7:00
Joplin,,DISK,MO,6/10/1987 22:30
Sarasota,,DISK,FL,6/11/1987 9:00
Middlebury,,DISK,CT,6/11/1987 21:00
Pittsburg,,,KS,6/12/1987 1:00
Depere,,,WI,6/12/1987 21:00
Cedarburg,RED,FORMATION,WI,6/13/1987 1:30
Londonderry,,OTHER,NH,6/15/1987 1:00
Bullhead City,,FIREBALL,AZ,6/15/1987 18:30
Burlington,,FIREBALL,CT,6/15/1987 20:00
Miamisburg,,TRIANGLE,OH,6/18/1987 23:15
Auburn,,FIREBALL,MA,6/20/1987 9:30
Gettysburg,,,PA,6/21/1987 23:00
Summerfield,,LIGHT,OK,6/23/1987 1:30
Pahrump,,OTHER,NV,6/25/1987 23:00
Crofton,,DISK,MD,6/30/1987 0:00
Muskegon,,LIGHT,MI,6/30/1987 2:30
Irma,,OVAL,WI,6/30/1987 4:45
Canton,,LIGHT,OH,6/30/1987 15:00
Osceola County,,OTHER,FL,6/30/1987 16:00
Hancock,,TRIANGLE,MD,6/30/1987 19:00
Palm Springs,,,CA,6/30/1987 19:00
St. Cloud,,OTHER,FL,6/30/1987 21:00
Thomaston,,CIRCLE,GA,7/1/1987 0:30
Marshville,,OTHER,NC,7/1/1987 1:00
San Pedro,,TRIANGLE,CA,7/1/1987 3:00
Cherokee Village,,CYLINDER,AR,7/1/1987 16:00
Lost Park,RED,SPHERE,CO,7/1/1987 20:00
Erie,,TRIANGLE,PA,7/3/1987 20:00
Frankford,,LIGHT,MO,7/4/1987 22:00
Neenah,,OTHER,WI,7/7/1987 1:00
Salina,,SPHERE,KS,7/7/1987 23:30
Rockford,,TRIANGLE,IL,7/10/1987 22:05
White Bear Lake,,DISK,MN,7/12/1987 15:00
Sacramento,,OTHER,CA,7/14/1987 1:30
Teller,,DISK,AK,7/15/1987 1:30
Richton,,OTHER,MS,7/15/1987 2:00
San Juan Capistrano,YELLOW,LIGHT,CA,7/15/1987 2:00
Arkansas,,LIGHT,AR,7/15/1987 3:00
Houston,,SPHERE,TX,7/15/1987 13:00
Beaver Dam,,OTHER,WI,7/15/1987 20:00
Dyersburg,,CIRCLE,TN,7/15/1987 20:30
Lakeville,,CHEVRON,CT,7/15/1987 21:00
Collinsville,,TRIANGLE,AL,7/15/1987 22:30
Alton,,DISK,IL,7/15/1987 23:00
Somerset,,RECTANGLE,KY,7/16/1987 21:45
Rome,,SPHERE,GA,7/18/1987 21:30
Jackman,,SPHERE,ME,7/20/1987 18:00
Piscataway,,OTHER,NJ,7/20/1987 21:00
Windsor,,CIGAR,MO,7/20/1987 23:59
Gypsum,,OVAL,CO,7/21/1987 11:00
New York City,,OVAL,NY,7/21/1987 23:00
Seattle,,TRIANGLE,WA,7/22/1987 10:15
Scottsdale,RED GREEN BLUE,,AZ,7/23/1987 0:15
Lawton,,,OK,7/25/1987 2:00
Tucson,,FLASH,AZ,7/28/1987 15:00
Asheville,,LIGHT,NC,7/30/1987 21:20
Indianapolis,RED,LIGHT,IN,8/1/1987 0:00
Carlsbad,,DIAMOND,CA,8/1/1987 22:00
Live Oak,,FIREBALL,FL,8/1/1987 22:00
Crescent Junction,,OTHER,UT,8/6/1987 3:30
Applegate,,,CA,8/11/1987 23:00
Neosho,,RECTANGLE,MO,8/11/1987 23:00
Springfield,,TRIANGLE,OH,8/13/1987 21:00
Kitsap County,,LIGHT,WA,8/15/1987 0:00
Marina,,OTHER,CA,8/15/1987 1:00
no data,,TRIANGLE,NE,8/15/1987 1:30
Bremen,,DISK,GA,8/15/1987 2:00
Bessmer,GREEN,LIGHT,MI,8/15/1987 2:30
Rte 7,,CHEVRON,VT,8/15/1987 2:30
Chino Valley,,SPHERE,AZ,8/15/1987 16:00
Bellefontaine,,RECTANGLE,OH,8/15/1987 19:00
Brookline,,TRIANGLE,MA,8/15/1987 22:30
Olancha,,DISK,CA,8/15/1987 22:30
Springfield,,CIGAR,OR,8/17/1987 2:00
San Diego,,DISK,CA,8/17/1987 2:30
Jakes Corners,,LIGHT,AZ,8/17/1987 19:00
Los Alamos,RED,CHEVRON,CA,8/17/1987 20:00
Lincoln,,DISK,IL,8/18/1987 22:00
Cedar Springs,RED,CIRCLE,MI,8/20/1987 1:00
Port Aransas,,TRIANGLE,TX,8/20/1987 2:00
Hastings On Hudson,,TRIANGLE,NY,8/20/1987 20:00
Tallahassee,,CHEVRON,FL,8/20/1987 21:00
Crown Point,,DISK,IN,8/20/1987 23:00
Southbridge,,LIGHT,MA,8/22/1987 20:00
Panorama City,,OTHER,CA,9/1/1987 0:00
Hewlett,,DISK,NY,9/1/1987 20:00
Conway,RED YELLOW,CYLINDER,AR,9/10/1987 18:00
Liverpool,,CIGAR,NY,9/15/1987 7:30
River Hills,,,WI,9/15/1987 20:00
Yankton,,TRIANGLE,SD,9/15/1987 21:00
Tulare,,LIGHT,CA,9/15/1987 23:00
Spokane,,DISK,WA,9/16/1987 21:21
Lima,,RECTANGLE,OH,9/18/1987 23:00
Santa Fe,,,NM,9/20/1987 16:00
Alvarado,,LIGHT,TX,9/25/1987 18:00
West Palm Beach,,,FL,10/1/1987 1:00
Roseburg,ORANGE,OVAL,OR,10/1/1987 20:00
Alstead,,FIREBALL,NH,10/1/1987 21:00
Louisburg,,TRIANGLE,NC,10/1/1987 23:00
Wappingers Falls,,,NY,10/1/1987 23:00
Wytheville,RED,LIGHT,VA,10/8/1987 23:00
Minnetonka,,LIGHT,MN,10/11/1987 21:30
Otto,BLUE,FIREBALL,MO,10/11/1987 23:59
Raleigh,,TRIANGLE,NC,10/15/1987 2:00
Burnet,,DISK,TX,10/15/1987 16:00
Bolingbrook,,TRIANGLE,IL,10/15/1987 20:00
Itta Bena,,CIRCLE,MS,10/15/1987 21:00
Osawatomie,,OTHER,KS,10/15/1987 21:00
Yonkers,,RECTANGLE,NY,10/15/1987 21:00
Eastchester,,TRIANGLE,NY,10/15/1987 22:00
Baker,,LIGHT,MT,10/15/1987 22:30
Portsmouth,,CIGAR,NH,10/22/1987 20:00
Fort Wayne,,,IN,10/26/1987 0:00
Jackson,RED ORANGE,FORMATION,WI,10/26/1987 23:00
Las Cruces,,VARIOUS,NM,10/28/1987 20:30
Kerens,,CIRCLE,TX,10/29/1987 23:30
Pleasant Hill,ORANGE,SPHERE,CA,10/30/1987 22:00
Omaha,,TRIANGLE,AR,10/31/1987 18:30
Dallas,,LIGHT,NC,11/1/1987 4:00
Daytona Beach,,CYLINDER,FL,11/1/1987 20:00
Lyons,,OVAL,CO,11/1/1987 22:00
San Diego,,FLASH,CA,11/15/1987 2:00
St. Petersburg,,RECTANGLE,FL,11/15/1987 19:30
Reedsville,,TRIANGLE,WI,11/15/1987 22:00
Crivitz,,,WI,11/15/1987 23:00
Anchorage,,LIGHT,AK,11/17/1987 6:00
Uvalde,RED GREEN,CIRCLE,TX,11/20/1987 21:30
Knoxville,,CHEVRON,TN,11/23/1987 19:45
Firebaugh,,TRIANGLE,CA,11/23/1987 23:00
Tehachapi,,,CA,11/26/1987 6:30
El Paso,,OVAL,TX,11/27/1987 17:30
Lake Ozark,GREEN,CIGAR,MO,12/12/1987 21:00
Mapelton,,CONE,IL,12/13/1987 1:00
Tampa,,,FL,12/20/1987 1:00
Las Vegas,RED,LIGHT,NV,12/20/1987 17:15
Ocala,RED,TRIANGLE,FL,12/23/1987 22:00
Exeter,,RECTANGLE,RI,12/24/1987 20:00
Woodbridge,ORANGE,SPHERE,VA,12/31/1987 23:00
Roselle,ORANGE,TRIANGLE,IL,1/1/1988 3:00
Kenner,,CIRCLE,LA,1/1/1988 17:00
Ellington,,TRIANGLE,CT,1/9/1988 23:00
Williamsfield,YELLOW,,IL,1/10/1988 22:10
Cambridge,,OVAL,MA,1/12/1988 3:30
Little Rock,,OTHER,AR,1/15/1988 18:00
Vandalia,,TRIANGLE,MO,1/15/1988 23:00
Kingsville,GREEN,RECTANGLE,OH,1/17/1988 2:00
Stonewall,,LIGHT,OK,1/18/1988 20:00
Duluth,,TRIANGLE,MN,1/25/1988 4:00
Houma,,DISK,LA,2/5/1988 15:00
Brooklyn Park,,CYLINDER,MN,2/8/1988 0:10
Indian Springs,,OVAL,AL,2/15/1988 2:30
Huntsville,,OTHER,AL,2/15/1988 21:00
Brandon,,LIGHT,FL,2/25/1988 21:00
In flight,,,CO,3/1/1988 12:00
New Brighton,,VARIOUS,PA,3/5/1988 16:30
Shell Beach,,FIREBALL,CA,3/6/1988 3:00
Powhatan,,TRIANGLE,VA,3/8/1988 5:20
Quinton,,CIRCLE,VA,3/11/1988 0:00
Klondyke,,CONE,AZ,3/15/1988 0:00
Yuma,,LIGHT,AZ,3/15/1988 2:00
Rock Hill,,CIRCLE,SC,3/15/1988 6:00
Wataga,GREEN,DISK,IL,3/15/1988 10:00
Gallup,,CYLINDER,NM,3/15/1988 19:30
New York City,,OVAL,NY,3/17/1988 19:30
Ossining,,EGG,NY,3/17/1988 20:00
Pleasantville,,EGG,NY,3/17/1988 22:00
Brunswick,GREEN,,ME,4/4/1988 2:00
Akron,,LIGHT,OH,4/4/1988 23:30
Pleasant Hill,,DISK,MO,4/12/1988 16:00
Wasilla,,DISK,AK,4/15/1988 7:00
Bremerton,,DISK,WA,4/15/1988 14:00
Yuma,,OTHER,AZ,4/15/1988 19:00
Dallas,,LIGHT,TX,4/26/1988 23:00
Lincoln,,CIRCLE,MO,4/30/1988 0:00
McNeill,,CIGAR,MS,4/30/1988 22:00
Cleveland,,CIRCLE,OH,5/1/1988 16:00
Houston,,,TX,5/1/1988 21:00
Ray Center,,DISK,MI,5/1/1988 21:00
Virginia Beach,,,VA,5/5/1988 22:15
Allison Park,,SPHERE,PA,5/15/1988 8:00
Edgewood,,SPHERE,MD,5/15/1988 15:00
Kendallville,,TRIANGLE,IN,5/15/1988 21:00
Chicago,,CHEVRON,IL,5/17/1988 19:45
Wheeler,,LIGHT,TX,5/20/1988 20:00
Ada,,CIGAR,MN,5/24/1988 14:00
Valentine,,OTHER,TX,6/1/1988 0:00
Corbin,,DISK,KY,6/1/1988 1:00
Davis,,LIGHT,OK,6/1/1988 1:00
Live Oak,GREEN,LIGHT,FL,6/1/1988 1:00
Tamarac,,EGG,FL,6/1/1988 2:00
Ironton,,,OH,6/1/1988 3:00
Trinity village,,,CA,6/1/1988 4:00
Sebastopol,RED,CIRCLE,CA,6/1/1988 15:30
Venice Beach,ORANGE,,FL,6/1/1988 18:00
Mankato,ORANGE,OTHER,MN,6/1/1988 19:00
North East Orlando,,DISK,FL,6/1/1988 19:00
Buras,,DISK,LA,6/1/1988 19:30
Carrollton,,CIRCLE,MS,6/1/1988 20:00
Blythe,,FORMATION,CA,6/1/1988 21:00
Potomac,ORANGE,CIRCLE,MD,6/1/1988 21:00
St. Augustine,,SPHERE,FL,6/1/1988 21:00
Albuquerque,,SPHERE,NM,6/1/1988 21:30
Walnut Creek,,,CA,6/1/1988 22:00
Lackawanna,,,NY,6/1/1988 23:00
Lakeline,,LIGHT,OH,6/1/1988 23:00
Owego,RED,DISK,NY,6/10/1988 2:00
Eden Prairie,,LIGHT,MN,6/10/1988 3:00
Atlanta,,OTHER,GA,6/10/1988 12:00
Pensacola,,LIGHT,FL,6/10/1988 22:00
Omaha,,OVAL,NE,6/10/1988 22:30
Carrollton,,CROSS,TX,6/14/1988 21:45
Wilmington,,,IL,6/15/1988 0:00
Westfall,RED,,PA,6/15/1988 1:00
Los Angeles,,DIAMOND,CA,6/15/1988 21:00
Julian,,OTHER,CA,6/15/1988 21:30
Budd Lake,,TRIANGLE,NJ,6/15/1988 22:00
North Freedom,,CYLINDER,WI,6/15/1988 23:00
Jonesboro,,LIGHT,IN,6/18/1988 23:30
Canton,,CIRCLE,GA,6/19/1988 3:00
In-flight,,,NV,6/19/1988 5:30
Woburn,,LIGHT,MA,6/20/1988 1:00
Conroe,,FIREBALL,TX,6/20/1988 17:30
Columbia,,OVAL,PA,6/20/1988 20:00
Napa,RED,CHEVRON,CA,6/26/1988 16:00
Phoenix,,,AZ,6/30/1988 1:00
Pittsburgh,,TRIANGLE,PA,6/30/1988 3:00
Frederid,,CIGAR,WI,6/30/1988 6:30
Saline Valley,,SPHERE,CA,6/30/1988 11:00
Harrison,,TRIANGLE,AR,6/30/1988 19:00
Louisville,,CIRCLE,KY,6/30/1988 23:15
North Pole,,,AK,7/1/1988 0:00
Norwood,,CIRCLE,MO,7/1/1988 0:00
Show Low,,,AZ,7/1/1988 1:00
Baker,,LIGHT,CA,7/1/1988 13:00
Tucson,,TRIANGLE,AZ,7/1/1988 13:00
Yardley,,TRIANGLE,PA,7/1/1988 19:30
Tucson,,TRIANGLE,AZ,7/1/1988 21:30
Sarnia,BLUE,LIGHT,MO,7/1/1988 22:00
Arcadia,,RECTANGLE,CA,7/1/1988 23:30
Socorro,,TRIANGLE,NM,7/2/1988 2:30
Morganton,,SPHERE,NC,7/4/1988 12:30
Jacksonville,,TRIANGLE,FL,7/4/1988 21:00
Rome,,SPHERE,NY,7/5/1988 0:30
Denton,,RECTANGLE,TX,7/7/1988 22:00
Monroe,,OTHER,WA,7/10/1988 21:00
Fort Wayne,,OVAL,IN,7/14/1988 1:00
Corona,,CROSS,NM,7/15/1988 0:00
Connell,,OVAL,WA,7/15/1988 2:00
Van Nuys,ORANGE,SPHERE,CA,7/15/1988 2:00
Benson Landing,,,VT,7/15/1988 3:00
Benson Landing,,,VT,7/15/1988 3:00
Redding,,OTHER,CT,7/15/1988 18:00
Corpus Christi,,CIRCLE,TX,7/15/1988 22:00
Malibu,,OTHER,CA,7/16/1988 1:15
San Jacinto Mountain,,SPHERE,CA,7/16/1988 14:00
Whittier,,EGG,CA,7/16/1988 23:45
Houston,,OVAL,TX,7/19/1988 22:00
Fairfax,RED ORANGE,DISK,VA,7/20/1988 22:00
Lousville,,LIGHT,KY,7/22/1988 10:45
Cape Canaveral,,RECTANGLE,FL,7/26/1988 22:00
Ft. Stewart,,LIGHT,GA,8/1/1988 0:00
Rachel,,DISK,NV,8/1/1988 1:30
North Hampton,,RECTANGLE,NH,8/1/1988 2:00
Tecate,,LIGHT,CA,8/1/1988 5:30
Bastrop,,SPHERE,TX,8/1/1988 11:00
West New York,,SPHERE,NJ,8/1/1988 13:30
Sacramento,,DISK,CA,8/1/1988 19:00
Danbury,,CIRCLE,CT,8/1/1988 22:00
Holbrook,,CIRCLE,NY,8/1/1988 23:00
Clinton,,CIRCLE,MS,8/2/1988 20:00
Posen,,FIREBALL,MI,8/5/1988 23:00
Basking Ridge,,CHEVRON,NJ,8/7/1988 15:30
Shobonier,,OTHER,IL,8/8/1988 18:00
Plymouth,,TRIANGLE,OH,8/8/1988 22:00
Benton,,SPHERE,ME,8/8/1988 23:00
Denver,,OTHER,CO,8/10/1988 0:05
Whitmire,,OTHER,SC,8/10/1988 6:00
Jamesville,BLUE,LIGHT,NY,8/10/1988 16:08
Johnstown,,TRIANGLE,PA,8/10/1988 22:30
Union,,DISK,SC,8/12/1988 19:00
Methuen,,,MA,8/13/1988 2:00
Union,,DISK,SC,8/15/1988 0:00
St. Charles,,OVAL,MO,8/15/1988 1:00
Walker Valle,,,NY,8/15/1988 14:00
Highlands,,RECTANGLE,NC,8/15/1988 21:00
Mendham,ORANGE,FIREBALL,NJ,8/15/1988 21:30
Azucena,,DIAMOND,LA,8/15/1988 22:00
Ceres,,TRIANGLE,CA,8/15/1988 22:00
Seabrook,,TRIANGLE,NH,8/15/1988 22:00
Sutcliff,,,NV,8/15/1988 22:00
West Milford,,LIGHT,NJ,8/15/1988 22:30
Buchanan,,CIRCLE,NY,8/15/1988 23:00
Harvey,,OTHER,MI,8/18/1988 14:45
Splendora,,SPHERE,TX,8/20/1988 0:00
Porterville,,,CA,8/20/1988 4:00
Clayton,,SPHERE,NC,8/20/1988 19:30
New York City,,SPHERE,NY,8/20/1988 22:00
Farmington,YELLOW,,NM,8/20/1988 23:00
Neb.-Mo. Line,,FIREBALL,MO,8/21/1988 20:00
Las Vegas,,,NV,8/30/1988 6:00
Carlsberg,,DISK,WA,9/1/1988 5:30
Roswell,,DISK,NM,9/1/1988 17:30
Yukon,,LIGHT,OK,9/1/1988 20:00
Vaughn,,,NM,9/1/1988 21:00
Harvard,,SPHERE,MA,9/3/1988 15:30
Dolly Sods Wilderness Area,,CIGAR,WV,9/9/1988 21:50
Oakvale,,CYLINDER,WV,9/12/1988 23:30
Darlington,,,LA,9/15/1988 3:00
Riverside,,FLASH,CA,9/20/1988 3:00
New York City,,CIRCLE,NY,9/20/1988 18:00
Mansfield,,SPHERE,OH,9/20/1988 22:50
Detroit,,OVAL,MI,9/21/1988 15:51
Monroe,,CIRCLE,WI,9/28/1988 21:00
New Castle,,TRIANGLE,DE,9/30/1988 21:00
Fishkill,,FORMATION,NY,10/2/1988 22:30
Vermillion,,RECTANGLE,OH,10/7/1988 21:40
Milwaukee,,TRIANGLE,WI,10/10/1988 18:00
New Gloucester,,,ME,10/10/1988 21:00
Boulder,,LIGHT,CO,10/10/1988 22:00
Seattle,,,WA,10/10/1988 22:45
Greers Ferry,,CIRCLE,AR,10/15/1988 0:30
Bremerton,,CIRCLE,WA,10/15/1988 2:00
Tacoma,,CIRCLE,WA,10/15/1988 13:00
Orono,,TRIANGLE,ME,10/15/1988 19:55
Missouri,,,MO,10/15/1988 20:00
Pilot Knob,,CIGAR,MO,10/15/1988 20:00
Belle,,,MO,10/15/1988 20:15
Loveland,,CHEVRON,CO,10/15/1988 20:30
Odessa,RED,CIRCLE,TX,10/15/1988 21:00
Masfield,BLUE,LIGHT,OH,10/15/1988 22:00
Big Spring,,OTHER,TX,10/15/1988 22:45
Barnhart,,CYLINDER,NH,10/15/1988 23:30
Philadelphia,,OVAL,PA,10/16/1988 9:30
Tinker AFB,,CHEVRON,OK,10/17/1988 3:30
Charlotte,GREEN,TRIANGLE,MI,10/17/1988 23:00
Spokane,,VARIOUS,WA,10/20/1988 21:30
Holmes,,FORMATION,NY,10/21/1988 21:00
New York City,,SPHERE,NY,10/22/1988 20:30
Interstate 10,,OVAL,LA,10/22/1988 22:33
Green River,,CONE,UT,10/22/1988 23:16
Miami,,LIGHT,FL,10/25/1988 5:00
Rimini,,DISK,SC,10/26/1988 23:00
Miami,,,FL,10/28/1988 3:00
Collinsville,,LIGHT,IL,10/30/1988 22:00
Tacoma,,DISK,WA,10/31/1988 4:00
Tryon,ORANGE,TRIANGLE,OK,10/31/1988 22:00
Clackamas,,CYLINDER,OR,11/1/1988 21:00
Fort Lewis,,CIRCLE,WA,11/11/1988 19:00
Sweetwater,GREEN,VARIOUS,TX,11/14/1988 22:30
Dexter,,DISK,NY,11/15/1988 5:30
Dexter,,DISK,NY,11/15/1988 5:30
Dexter,,DISK,NY,11/15/1988 5:30
Stockton,RED,TRIANGLE,CA,11/15/1988 18:00
Scaley,,DISK,NC,11/15/1988 22:30
Tecumseh,,OTHER,OK,11/19/1988 1:30
Anaheim,,CIRCLE,CA,11/19/1988 18:15
Anaheim,,DISK,CA,11/19/1988 18:15
Sunnyvale,,OTHER,CA,11/19/1988 20:30
